Species,Phonotypes,RMSE.A,Res.B
30,23,3.665859952,0.113745221
31,23,4.198431405,0.122022656
32,23,4.750084219,0.128353195
33,23,5.295968833,0.134957954
34,23,5.849613918,0.139984571
35,23,6.386107569,0.146894976
36,23,6.936299749,0.152854957
37,23,7.488986755,0.15724568
38,23,8.046606161,0.160806323
39,23,8.604033366,0.165341674
40,23,9.170457068,0.167830131
41,23,9.732242053,0.171624343
42,23,10.29519692,0.175011408
43,23,10.84275746,0.178874566
44,23,11.40476357,0.181635444
45,23,11.96592906,0.184600143
46,23,12.54178338,0.186727917
47,23,13.09353197,0.190313022
48,23,13.65565978,0.19280616
49,23,14.22448473,0.195248857
50,23,14.77290402,0.198054401
24,24,0,0
25,24,0.570025174,0.028791206
26,24,1.057114078,0.049849307
27,24,1.560315988,0.066291029
28,24,2.075728762,0.079636359
29,24,2.600585147,0.090892792
30,24,3.133795773,0.100167844
31,24,3.665166356,0.109400205
32,24,4.208457045,0.116532143
33,24,4.753422076,0.123223538
34,24,5.299859895,0.129293915
35,24,5.848328049,0.135095935
36,24,6.39164704,0.141105998
37,24,6.944966296,0.145730545
38,24,7.500958822,0.149981198
39,24,8.052847911,0.154908681
40,24,8.618266458,0.157987087
41,24,9.168549692,0.161903821
42,24,9.72296189,0.166435921
43,24,10.28631807,0.168957184
44,24,10.83858891,0.172156775
45,24,11.40571225,0.175109083
46,24,11.99082657,0.177132419
47,24,12.52997365,0.181007686
48,24,13.09418633,0.183457903
49,24,13.65960596,0.185507193
50,24,14.21275887,0.188647701
25,25,0,0
26,25,0.570224865,0.027617681
27,25,1.057723877,0.047844638
28,25,1.562365302,0.063460901
29,25,2.077378568,0.076287644
30,25,2.601110562,0.087498491
31,25,3.133551775,0.096607808
32,25,3.665763015,0.105361336
33,25,4.206966116,0.11196944
34,25,4.752355551,0.118747701
35,25,5.294693213,0.124727907
36,25,5.844345084,0.130127187
37,25,6.399573886,0.135532406
38,25,6.947700643,0.139720591
39,25,7.503228761,0.144556599
40,25,8.064262898,0.148033594
41,25,8.611621772,0.152961666
42,25,9.166146665,0.156781338
43,25,9.739817253,0.15819373
44,25,10.28810923,0.161567741
45,25,10.84557753,0.165483763
46,25,11.41643713,0.167919961
47,25,11.96297782,0.171824336
48,25,12.5251703,0.174831393
49,25,13.09601294,0.176605157
50,25,13.66465774,0.179129131
26,26,0,0
27,26,0.570983567,0.02643759
28,26,1.058956808,0.045892509
29,26,1.561525834,0.061189602
30,26,2.078938024,0.073404145
31,26,2.600339401,0.084146535
32,26,3.13033596,0.093437909
33,26,3.663749213,0.101796731
34,26,4.208057952,0.108191315
35,26,4.749692959,0.114549246
36,26,5.296735444,0.120593887
37,26,5.840907339,0.126338022
38,26,6.401244565,0.130522115
39,26,6.943218301,0.134880131
40,26,7.50244186,0.139029639
41,26,8.061178201,0.142442213
42,26,8.621198698,0.146096501
43,26,9.161345763,0.151090405
44,26,9.73259288,0.153755148
45,26,10.28575135,0.156470171
46,26,10.84706208,0.159869677
47,26,11.41491321,0.162569363
48,26,11.96599519,0.166062371
49,26,12.54049955,0.167459197
50,26,13.09629095,0.170122054
27,27,0,0
28,27,0.570327157,0.025559173
29,27,1.059383153,0.044219539
30,27,1.565192784,0.058568503
31,27,2.078688223,0.070863393
32,27,2.605317271,0.080778611
33,27,3.131464832,0.090037075
34,27,3.670105299,0.097232973
35,27,4.214484552,0.103699731
36,27,4.74987904,0.110719532
37,27,5.292453662,0.116643052
38,27,5.844705608,0.121345211
39,27,6.396814013,0.126060566
40,27,6.952092973,0.129799398
41,27,7.500708774,0.134371486
42,27,8.056447977,0.138700291
43,27,8.617232858,0.141102078
44,27,9.169723287,0.144984014
45,27,9.73911611,0.147848046
46,27,10.2851892,0.151874828
47,27,10.85354279,0.153787667
48,27,11.41357836,0.15708425
49,27,11.96918318,0.159886018
50,27,12.53545662,0.16167503
28,28,0,0
29,28,0.57052876,0.024629839
30,28,1.059820505,0.042595483
31,28,1.562157126,0.056961568
32,28,2.078935521,0.068436622
33,28,2.604801011,0.078041663
34,28,3.134595044,0.086624944
35,28,3.673672381,0.093958429
36,28,4.210647251,0.100683951
37,28,4.758346217,0.106542772
38,28,5.29894583,0.111933514
39,28,5.848662005,0.117264624
40,28,6.399105655,0.121962825
41,28,6.94710466,0.126311436
42,28,7.507915161,0.129765583
43,28,8.06361805,0.133459689
44,28,8.61060545,0.137573261
45,28,9.175827378,0.139939015
46,28,9.721745133,0.14411433
47,28,10.29032024,0.146854363
48,28,10.85847548,0.148026289
49,28,11.42262304,0.151140539
50,28,11.96083614,0.1547562
29,29,0,0
30,29,0.570463415,0.023795825
31,29,1.062119962,0.04088374
32,29,1.565245729,0.054734501
33,29,2.079847429,0.065932739
34,29,2.604533546,0.0756703
35,29,3.133738369,0.083887913
36,29,3.672614778,0.090861723
37,29,4.213150069,0.097249736
38,29,4.755508745,0.102950427
39,29,5.297557818,0.108619889
40,29,5.849928712,0.112981806
41,29,6.395209477,0.118149838
42,29,6.956002214,0.12203792
43,29,7.509572277,0.125029791
44,29,8.052785739,0.129568054
45,29,8.620959044,0.132414422
46,29,9.18456956,0.135278192
47,29,9.724219543,0.139503073
48,29,10.28306218,0.142067314
49,29,10.85431573,0.144960496
50,29,11.41435319,0.146504024
30,30,0,0
31,30,0.571240797,0.022919586
32,30,1.061566803,0.039603168
33,30,1.563744126,0.053127189
34,30,2.080691102,0.063779162
35,30,2.60395941,0.072952866
36,30,3.136358198,0.080959163
37,30,3.672851005,0.087911421
38,30,4.211349271,0.094545188
39,30,4.756655095,0.099925763
40,30,5.307061605,0.104784086
41,30,5.849736119,0.109875051
42,30,6.399924837,0.113880192
43,30,6.954900726,0.117847824
44,30,7.514140848,0.121661148
45,30,8.059653564,0.125007868
46,30,8.616033108,0.128397839
47,30,9.173955054,0.131697254
48,30,9.731133918,0.134336708
49,30,10.30139144,0.137220122
50,30,10.85397587,0.139497038
31,31,0,0
32,31,0.571849408,0.02208781
33,31,1.061614395,0.038371903
34,31,1.56556054,0.051233433
35,31,2.082956253,0.061609795
36,31,2.603303752,0.071077038
37,31,3.136915912,0.078370649
38,31,3.676724889,0.084862917
39,31,4.216494519,0.090879333
40,31,4.76093773,0.096537649
41,31,5.307829272,0.101351128
42,31,5.853377502,0.106115388
43,31,6.405181614,0.110288731
44,31,6.942668055,0.11513012
45,31,7.506123905,0.118119248
46,31,8.063446512,0.121191246
47,31,8.618267332,0.124570601
48,31,9.178915558,0.127562365
49,31,9.733586535,0.130515892
50,31,10.29748002,0.132832655
32,32,0,0
33,32,0.571406135,0.021474348
34,32,1.062219913,0.037140216
35,32,1.566023188,0.049717704
36,32,2.07932593,0.060217423
37,32,2.607431484,0.068608534
38,32,3.13876989,0.075908264
39,32,3.67296685,0.082741508
40,32,4.217053137,0.088343469
41,32,4.755632121,0.093869464
42,32,5.302393812,0.098565407
43,32,5.861833536,0.10217879
44,32,6.408636224,0.106680613
45,32,6.95473363,0.11095937
46,32,7.511939605,0.114397941
47,32,8.059104934,0.117959823
48,32,8.61854538,0.12078344
49,32,9.188638095,0.123281865
50,32,9.743984359,0.126040258
33,33,0,0
34,33,0.572179342,0.02071829
35,33,1.062383554,0.035965172
36,33,1.56785704,0.04802528
37,33,2.082971704,0.058027085
38,33,2.605652468,0.066562721
39,33,3.144383442,0.0732591
40,33,3.674907122,0.080504657
41,33,4.218264328,0.085665145
42,33,4.756932638,0.091243173
43,33,5.310039133,0.095048343
44,33,5.846301562,0.100785474
45,33,6.407822827,0.104163934
46,33,6.968787062,0.106875792
47,33,7.508178858,0.111058427
48,33,8.062408587,0.114005582
49,33,8.622618956,0.117190567
50,33,9.175981207,0.12020958
34,34,0,0
35,34,0.571491489,0.020189115
36,34,1.060983862,0.035112296
37,34,1.566972288,0.046707908
38,34,2.084081266,0.056334992
39,34,2.609045491,0.06447914
40,34,3.143656577,0.071308241
41,34,3.674139214,0.07808352
42,34,4.216200877,0.08352202
43,34,4.765642254,0.088100113
44,34,5.304755462,0.093305926
45,34,5.855209996,0.097207114
46,34,6.409796801,0.100615747
47,34,6.958389684,0.104759438
48,34,7.509594685,0.108476246
49,34,8.066044112,0.111218055
50,34,8.628701465,0.113613089
35,35,0,0
36,35,0.572120815,0.01955207
37,35,1.062315736,0.033980267
38,35,1.567368416,0.045391775
39,35,2.084953009,0.054805567
40,35,2.605555026,0.063128028
41,35,3.140292066,0.069624971
42,35,3.677510059,0.075784554
43,35,4.220976869,0.080995301
44,35,4.760605271,0.085979162
45,35,5.301555185,0.091100561
46,35,5.857756002,0.094483943
47,35,6.40840183,0.098071332
48,35,6.959330596,0.101851322
49,35,7.517382961,0.10485
50,35,8.065147745,0.10834129
36,36,0,0
37,36,0.571994189,0.019047046
38,36,1.063146796,0.03300729
39,36,1.566823309,0.044290102
40,36,2.08535926,0.053240164
41,36,2.611388437,0.060984797
42,36,3.143520604,0.067484314
43,36,3.677094265,0.073551668
44,36,4.21417689,0.079001534
45,36,4.76097434,0.083878286
46,36,5.308566007,0.087848137
47,36,5.853721515,0.092217127
48,36,6.413238266,0.095143139
49,36,6.968749316,0.098640037
50,36,7.516803912,0.10228185
37,37,0,0
38,37,0.572318898,0.018479872
39,37,1.063180662,0.032124078
40,37,1.567617904,0.043045971
41,37,2.087958281,0.051646424
42,37,2.613589678,0.059176169
43,37,3.142501932,0.066081847
44,37,3.677917578,0.07164537
45,37,4.218708591,0.076910363
46,37,4.760914256,0.081700144
47,37,5.307649075,0.085928679
48,37,5.86444468,0.089123053
49,37,6.418133078,0.092450309
50,37,6.966956997,0.095956771
38,38,0,0
39,38,0.572491567,0.017971701
40,38,1.062170596,0.031314187
41,38,1.569711595,0.041736637
42,38,2.087110506,0.050359128
43,38,2.614665288,0.057524598
44,38,3.141063916,0.064374017
45,38,3.686091826,0.069218427
46,38,4.224523472,0.074569717
47,38,4.768511569,0.07893054
48,38,5.31368528,0.083324818
49,38,5.858666627,0.087455075
50,38,6.406069835,0.091118159
39,39,0,0
40,39,0.572722299,0.01749717
41,39,1.062672973,0.030545904
42,39,1.568089904,0.040806284
43,39,2.08833452,0.049003687
44,39,2.610652148,0.056421708
45,39,3.143033541,0.062510862
46,39,3.675967492,0.068241332
47,39,4.221125414,0.072910608
48,39,4.772334437,0.076631425
49,39,5.315620217,0.080848052
50,39,5.85845527,0.085047276
40,40,0,0
41,40,0.572568465,0.017089148
42,40,1.064360905,0.029647281
43,40,1.568223214,0.039874274
44,40,2.090677473,0.047538148
45,40,2.612160574,0.054948578
46,40,3.145277924,0.060996394
47,40,3.682598138,0.066319562
48,40,4.226167526,0.070934489
49,40,4.768117929,0.075294665
50,40,5.308951336,0.079474608
41,41,0,0
42,41,0.57200326,0.01670959
43,41,1.063820378,0.028985092
44,41,1.567096637,0.038986193
45,41,2.088619713,0.046707974
46,41,2.611568489,0.05374184
47,41,3.141353464,0.05983757
48,41,3.685931974,0.064506495
49,41,4.225133223,0.069435996
50,41,4.766839754,0.07368681
42,42,0,0
43,42,0.57231927,0.016302277
44,42,1.063347617,0.028385137
45,42,1.569205841,0.037860717
46,42,2.088710493,0.045525117
47,42,2.616984488,0.0520389
48,42,3.146573062,0.058019215
49,42,3.680781376,0.063261103
50,42,4.223602464,0.067707357
43,43,0,0
44,43,0.573155471,0.015838457
45,43,1.062766396,0.027760778
46,43,1.570400658,0.036941705
47,43,2.08784574,0.044563906
48,43,2.610195155,0.05139492
49,43,3.146500786,0.056700446
50,43,3.681090455,0.06188511
44,44,0,0
45,44,0.572146361,0.01557683
46,44,1.066326173,0.026824141
47,44,1.568859725,0.036229091
48,44,2.092104895,0.043422298
49,44,2.613528043,0.050069292
50,44,3.141775016,0.055896865
45,45,0,0
46,45,0.572041881,0.015229912
47,45,1.065001802,0.026394712
48,45,1.571351312,0.035278321
49,45,2.090037923,0.042520015
50,45,2.61463125,0.048823186
46,46,0,0
47,46,0.572357963,0.014882605
48,46,1.065341536,0.025784612
49,46,1.573191933,0.034383693
50,46,2.089669747,0.041678101
47,47,0,0
48,47,0.572794477,0.014526057
49,47,1.065218761,0.025263858
50,47,1.573100157,0.033644764
48,48,0,0
49,48,0.573268698,0.014181109
50,48,1.065125549,0.024722613
49,49,0,0
50,49,0.5730202,0.013906507
50,50,0,0
